번호,사무소명,사무소주소,영업현황
870,천수부동산공인중개사사무소,"대전광역시 서구 괴정로 79-1, 1층(괴정동)",영업중
871,도안엘드재벌공인중개사사무소,"대전광역시 서구 도안동로 177, 근린생활시설동 110호 전면 좌측(도안동, 도안신도시 수목토 APT)",영업중
872,한마을공인중개사사무소,"대전광역시 서구 가수원로 6, 상가동 103호(가수원동, 은아아파트5단지)",영업중
873,도래공인중개사사무소,"대전광역시 서구 용소로49번길 8-4, 101호(도안동)",영업중
874,포인트공인중개사사무소,"대전광역시 서구 원도안로207번길 8-18, 102호(도안동)",영업중
875,도안푸름공인중개사사무소,"대전광역시 서구 신갈마로209번길 65, 1층 101호(갈마동)",영업중
876,더키움공인중개사사무소,"대전광역시 서구 도마로 78, 102호(도마동)",영업중
877,탄방공인중개사사무소,"대전광역시 서구 탄방로7번길 34, 1층 전면 우측 상가(탄방동)",영업중
878,New리더스공인중개사사무소,"대전광역시 서구 신갈마로195번길 12, 1층 102호(갈마동)",영업중
879,도변113공인중개사사무소,"대전광역시 서구 도산로 134, 1층 가운데 상가(도마동)",영업중
880,OK부동산공인중개사사무소,"대전광역시 서구 도산로 13, 1층 북측(도마동)",영업중
881,가수원공인중개사사무소,"대전광역시 서구 벌곡로1353번길 45, 1층 우측(가수원동)",영업중
882,더샵공인중개사사무소,"대전광역시 서구 관저서로 19, 상가동 101호(관저동, 관저더샵아파트)",영업중
883,마루미공인중개사사무소,"대전광역시 서구 복수중로 30, 상가동 101-B호(복수동, 오량마을마루미)",영업중
884,롯데킹공인중개사사무소,"대전광역시 서구 신갈마로 46, 상가동 102호(내동, 롯데아파트)",영업중
885,백프로김소장공인중개사사무소,"대전광역시 서구 원도안로 13-26, 101호(도안동)",영업중
886,용호부동산중개사무소,"대전광역시 서구 둔산북로 175, 상가동 109호(둔산동, 햇님@)",영업중
887,도안리슈빌탑공인중개사사무소,"대전광역시 서구 도안동로 123, 상가동 103호(도안동, 도안리슈빌)",영업중
888,명인부동산공인중개사사무소,"대전광역시 서구 괴정로98번길 73, 1층(괴정동)",영업중
889,아시아공인중개사사무소,"대전광역시 서구 둔산대로117번길 88, 2층",영업중
890,The OK 공인중개사사무소,"대전광역시 서구 탄방로 104, 1층(용문동)",영업중
891,법원경매정보부동산중개,"대전광역시 서구 문예로 73, 변호사회관 402호(둔산동)",영업중
892,이현희공인중개사사무소,"대전광역시 서구 둔산로123번길 43, 401호",영업중
893,중앙부동산중개법인주식회사,"대전광역시 서구 둔산로137번길 44, 서림빌딩 501호",영업중
894,우미린탑공인중개사사무소,"대전광역시 서구 도안동로 77, 상가동 112호",영업중
895,일조공인중개사사무소,"대전광역시 서구 구봉산북로7번길 14-12, 201호",영업중
896,코랜드공인중개사사무소,"대전광역시 서구 용문로 62-1, 1층(용문동)",영업중
897,박찬현공인중개사사무소,"대전광역시 서구 관저북로51번길 8-4, 1층 전면 좌측 코너 103호(관저동)",영업중
898,예술공인중개사사무소,"대전광역시 서구 도안남로 137, 1층 101호(관저동, 미소타워)",영업중
899,명작공인중개사사무소,"대전광역시 서구 괴정로 121, 1층(괴정동)",영업중
900,진달래공인중개사사무소,"대전광역시 서구 월평동로 45, 상가동 101호(월평동, 진달래아파트)",영업중
901,더샵일번지공인중개사사무소,"대전광역시 서구 구봉산북로 52, 더샵2차 단지내상가 101호",영업중
902,대산공인중개사사무소,"대전광역시 서구 중반9길 23, 상가동 101호",영업중
903,the K 공인중개사사무소,"대전광역시 서구 도학1길 8, 1층 102호",영업중
904,대전부동산그리기공인중개사사무소,"대전광역시 서구 둔산남로 30, 상가동 103호",영업중
905,보리부동산공인중개사사무소,"대전광역시 서구 용소로54번길 36, 102호",영업중
906,스토리공인중개사사무소,"대전광역시 서구 괴정로 188, 1층 일부(우측)",영업중
907,갤러리부동산중개법인,"대전광역시 서구 대덕대로233번길 20, 1층 일부",영업중
908,갑천트리풀공인중개사사무소,"대전광역시 서구 도안중로311번길 18, 1층 상가 일부(도안동)",영업중
909,햇살공인중개사사무소,"대전광역시 서구 갈마로 199, 1층 상가",영업중
910,느리울무지개공인중개사사무소,"대전광역시 서구 관저로 184, 주상가동 102호",영업중
911,대아마을공인중개사사무소,"대전광역시 서구 배재로 185, 상가 102호",영업중
912,삼일공인중개사사무소,"대전광역시 서구 갈마중로16번길 7, 상가 108호",영업중
913,비전공인중개사사무소,"대전광역시 서구 정림서로 162-18, 상가 102호",영업중
914,마스터공인중개사사무소,"대전광역시 서구 도학1길 43, 1층",영업중
915,동행공인중개사사무소,"대전광역시 서구 갈마로117번길 23, 상가 113호",영업중
916,무궁화랜드공인중개사사무소,"대전광역시 서구 청사서로 70, 상가동 102호(월평동, 무궁화아파트)",영업중
917,도마변동현대공인중개사사무소,"대전광역시 서구 변동로 66, 3호",영업중
918,원앙탑공인중개사사무소,"대전광역시 서구 관저북로 18, 상가동 101호",영업중
919,대박이편한세상공인중개사사무소,"대전광역시 서구 계룡로615번길 69, 상가동 102호(탄방동, e편한세상 둔산1단지)",영업중
920,이편한세상조은공인중개사사무소,"대전광역시 서구 계룡로615번길 69, 상가동 103호(탄방동, e편한세상둔산1단지)",영업중
921,한양공인중개사사무소,"대전광역시 서구 복수중로 38, 삼익C상가 1층 106호",영업중
922,이상원공인중개사사무소,"대전광역시 서구 변동중로 56, 1층 좌측(변동)",영업중
923,청담레몬공인중개사사무소,"대전광역시 서구 둔산중로 40, 리치빌 1층 114, 115호",영업중
924,바우공인중개사사무소,"대전광역시 서구 계룡로 663-41, 101호(용문동)",영업중
925,예미지사랑공인중개사사무소,"대전광역시 서구 관저중로 33, 상가동 102호",영업중
926,보성공인중개사사무소,"대전광역시 서구 괴정로 120, 1층 좌측",영업중
927,우미린최고공인중개사사무소,"대전광역시 서구 도안동로 77, 상가동 119호",영업중
928,중흥114공인중개사사무소,"대전광역시 서구 유등로17번길 109, 상가동 102호(복수동, 초록마을5단지)",영업중
929,원탑공인중개사사무소,"대전광역시 서구 문정로90번길 51, 103호",영업중
930,모아공인중개사사무소,"대전광역시 서구 도산로 166, 1층(변동)",영업중
931,둔산밸리공인중개사사무소,"대전광역시 서구 갈마역로 22, 102호",영업중
932,행복부동산공인중개사사무소,"대전광역시 서구 둔산중로 19, A 191호(탄방동, 샤크존)",영업중
933,도안우미린사랑공인중개사사무소,"대전광역시 서구 도안동로 77, 104호",영업중
934,베스트공인중개사사무소,"대전광역시 서구 월평서로25번길 12, 101호(월평동)",영업중
935,도아공인중개사사무소,"대전광역시 서구 관저남로 11, 103호",영업중
936,관저예림공인중개사사무소,"대전광역시 서구 관저로 80, 104호",영업중
937,투게더공인중개사사무소,"대전광역시 서구 괴정로 186, 101호",영업중
938,예일공인중개사사무소,"대전광역시 서구 문정로90번길 57, 아이앤디 프라자 101호",영업중
939,대전종합합동공인중개사사무소,"대전광역시 서구 문정로 148, 굿앤월드빌딩 101호",영업중
940,채움공인중개사사무소,"대전광역시 서구 도솔로 363, 102호",영업중
941,신태양공인중개사사무소,"대전광역시 서구 괴정로 114, 1층(괴정동)",영업중
942,주은리더스공인중개사사무소,"대전광역시 서구 둔산중로 138, 101호(둔산동, 주은오피스텔)",영업중
943,예미지부부공인중개사사무소,"대전광역시 서구 관저중로 33, 상가동 104호",영업중
944,도담공인중개사사무소,"대전광역시 서구 원도안로179번길 15-11, 1층 일부",영업중
945,e-조은공인중개사사무소,"대전광역시 서구 월평로 16, 102호",영업중
946,보라공인중개사사무소,"대전광역시 서구 둔산로 241, 단지내상가 109호",영업중
947,감동공인중개사사무소,"대전광역시 서구 도안동로31번길 12-22, 1층(도안동)",영업중
948,인터뷰공인중개사사무소,"대전광역시 서구 계룡로219번길 11, 1층(월평동)",영업중
949,더샵스마일공인중개사사무소,"대전광역시 서구 관저서로 19, 상가동 103호(관저동, 관저더샵)",영업중
950,다사벤처부동산중개법인주식회사,"대전광역시 서구 구봉산북로7번길 45, 루제비 1층",영업중
951,대전종합공인중개사사무소,"대전광역시 서구 문정로 148, 101호",영업중
952,아이파크호수공인중개사사무소,"대전광역시 서구 원도안로207번길 8-54, 1층 좌측",영업중
953,센트럴자이공인중개사사무소,"대전광역시 서구 복수서로 15, 상가동 105호(복수동, 복수센트럴자이)",영업중
954,잇다부동산공인중개사사무소,"대전광역시 서구 대덕대로185번길 62, 104호(둔산동)",영업중
955,새솔공인중개사사무소,"대전광역시 서구 둔산중로 138, 1108호(둔산동, 주은오피스텔)",영업중
956,뉴타운공인중개사사무소,"대전광역시 서구 도산로 145, 다동 1층 좌측(도마동)",영업중
957,퀸즈공인중개사사무소,"대전광역시 서구 용소로54번길 32, 1층",영업중
958,변동원공인중개사사무소,"대전광역시 서구 변동로 60, 다동 20호",영업중
959,도안한라부동산공인중개사사무소,"대전광역시 서구 도안북로 136, 상가동 1층 101호",영업중
960,신난다공인중개사사무소,"대전광역시 서구 신갈마로 121, 102호(갈마동)",영업중
961,한마루시티원공인중개사사무소,"대전광역시 서구 둔산북로 160, 상가동 101호(둔산동, 한마루아파트)",영업중
962,마루공인중개사사무소,"대전광역시 서구 도림6길 77, 2층(도마동)",영업중
963,도마정문공인중개사사무소,"대전광역시 서구 변동로 86, 1층 우측(변동)",영업중
964,나우앤공인중개사사무소,"대전광역시 서구 도솔로 296, 1층 102호(괴정동)",영업중
965,이태리공인중개사사무소,"대전광역시 서구 문정로150번길 23-18, 1층(탄방동)",영업중
966,더두드림공인중개사사무소,"대전광역시 서구 문정로170번길 67, 1층(둔산동)",영업중
967,The편한공인중개사사무소,"대전광역시 서구 도산로 37, 103호(도마동)",영업중
968,대전한양공인중개사사무소,"대전광역시 서구 갈마로 217, 지하 1층(괴정동)",영업중
969,두드림공인중개사사무소,"대전광역시 서구 문정로170번길 67, 1층(둔산동)",영업중
970,하이부동산공인중개사사무소,"대전광역시 서구 도산로431번길 42, 1층 101호(탄방동)",영업중
971,법원경매대전공인중개사사무소,"대전광역시 서구 문예로 73, 변호사회관 F404호(둔산동)",영업중
972,목운대우공인중개사사무소,"대전광역시 서구 배재로233번길 14, 1층(변동)",영업중
973,스타에셋공인중개사사무소,"대전광역시 서구 둔산중로 20, 206호(탄방동, 나비가아르누보팰리스)",영업중
974,집사공인중개사사무소,"대전광역시 서구 월평중로13번길 9-11, 101호 일부(월평동)",영업중
975,서구미래공인중개사사무소,"대전광역시 서구 대덕대로 83-3, 101호(갈마동)",영업중
976,영앤리치공인중개사사무소,"대전광역시 서구 원도안로 247, 103호(도안동)",영업중
977,모아드림공인중개사사무소,"대전광역시 서구 가수원로 62, 1층 우측(가수원동)",영업중
978,세종컨설팅공인중개사사무소,"대전광역시 서구 둔산중로78번길 30, 201호(둔산동, 법조빌딩)",영업중
979,흥부공인중개사사무소,"대전광역시 서구 도산로335번길 2, 102호(용문동)",영업중
980,둥지공인중개사사무소,"대전광역시 서구 청사로 254, 상가동 105호(둔산동, 둥지아파트)",영업중
981,달리는연합공인중개사사무소,"대전광역시 서구 계룡로416번길 54, 1층(갈마동)",영업중
982,크로바한마루공인중개사사무소,"대전광역시 서구 둔산북로 160, 상가동 107호[둔산동, 한마루(럭키)아파트]",영업중
983,이룸공인중개사사무소,"대전광역시 서구 동서대로1080번길 17, 101호(변동)",영업중
984,장윤정공인중개사사무소,"대전광역시 서구 용문로 57, 101호(용문동)",영업중
985,갑천3블록트리풀백억공인중개사사무소,"대전광역시 서구 원도안로224번안길 27, 104호(도안동)",영업중
986,우미린행운공인중개사사무소,"대전광역시 서구 도안동로 77, 상가동 113호(도안동, 도안18단지린풀하우스)",영업중
987,신진공인중개사사무소,"대전광역시 서구 변동로 86, 1층 일부(변동)",영업중
988,호수114공인중개사사무소,"대전광역시 서구 원도안로224번길 25, 102호(도안동)",영업중
989,와우공인중개사사무소,"대전광역시 서구 괴정로149번길 28, 1층(용문동)",영업중
990,명성부동산중개사무소,"대전광역시 서구 대덕대로185번길 30, 501호(둔산동, 명성빌딩)",영업중
991,갑천레이크파크공인중개사사무소,"대전광역시 서구 원도안로 258, 103호(도안동)",영업중
992,복단지공인중개사사무소,"대전광역시 서구 원도안로207번길 8-34, 101호(도안동)",영업중
993,부자만드는공인중개사사무소,"대전광역시 서구 문정로112번길 52, 102호(탄방동)",영업중
994,맑은물공인중개사사무소,"대전광역시 서구 관저북로 78, 상가동 107호(관저동, 원앙마을2단지)",영업중
995,백.송.이공인중개사사무소,"대전광역시 서구 도산로 97, 102호(도마동)",영업중
996,주)에이치에셋부동산중개법인,"대전광역시 서구 계룡로 310, 3층(갈마동)",영업중
997,플러스공인중개사사무소,"대전광역시 서구 탄방로 45, 103호(탄방동)",영업중
998,아이파크복공인중개사사무소,"대전광역시 서구 도안동로 77, 상가동 1층 112호(도안동, 도안18단지린풀하우스)",영업중
999,리더공인중개사사무소,"대전광역시 서구 가장로 45, 1층(괴정동)",영업중
1000,관저어반힐스공인중개사사무소,"대전광역시 서구 관저남로 80, 상가동 102호(관저동)",영업중
1001,성사공인중개사사무소,"대전광역시 서구 구봉산북로7번길 43, 1층",영업중
1002,리치부동산공인중개사사무소,"대전광역시 서구 문정로170번길 22, 1층 102호(둔산동)",영업중
1003,부자부동산공인중개사사무소,"대전광역시 서구 도산로 235, 1층 일부(내동)",영업중
1004,하늘정원공인중개사사무소,"대전광역시 서구 용문로 91, 1층 좌측(용문동)",영업중
1005,바로공인중개사사무소,"대전광역시 서구 갈마로 241, 1층(괴정동)",영업중
1006,동행아르누보팰리스공인중개사사무소,"대전광역시 서구 둔산중로 20, 103호(탄방동, 아르누보팰리스)",영업중
1007,김순진공인중개사사무소,"대전광역시 서구 가수원로 63, 1층 102호(가수원동)",영업중
1008,우리부동산공인중개사사무소,"대전광역시 서구 둔산로 130, 114-1호(둔산동, 대덕프라자)",영업중
1009,홈즈공인중개사사무소,"대전광역시 서구 갈마로245번길 39, 1층(괴정동)",영업중
1010,new대박공인중개사사무소,"대전광역시 서구 용소로 50, 101호(도안동)",영업중
1011,은하수시티공인중개사사무소,"대전광역시 서구 둔산남로 15, 상가동 101호(둔산동, 은하수아파트)",영업중
1012,탑OK공인중개사사무소,"대전광역시 서구 탄방로 104, 1층 일부(용문동)",영업중
1013,뉴현대공인중개사사무소,"대전광역시 서구 도안동로 183, 상가동 105호 일부(도안동, 도안아이파크)",영업중
1014,둔산우리공인중개사사무소,"대전광역시 서구 둔산로 133, 217호(둔산동, 둔산현대아이텔)",영업중
1015,동행부동산중개법인 주식회사,"대전광역시 서구 도솔로 322, 101호(괴정동)",영업중
1016,해드림공인중개사사무소,"대전광역시 서구 도솔로 304-1, 1층(괴정동)",영업중
1017,영민부동산공인중개사사무소,"대전광역시 서구 월평서로6번길 19, 102호(월평동)",영업중
1018,비발디공간공인중개사사무소,"대전광역시 서구 도안북로 136, 상가동 103호(도안동, 한라비발디)",영업중
1019,채움플러스공인중개사사무소,"대전광역시 서구 도솔로 363, 1층 102호(괴정동)",영업중
1020,그리다공인중개사사무소,"대전광역시 서구 도솔로 346-1, 1층 (괴정동)",영업중
1021,법원경매법률공인중개사사무소,"대전광역시 서구 문예로 73, F404호(둔산동)",영업중
1022,늘푸른공인중개사사무소,"대전광역시 서구 정림로 11, 상가동 1층 103호(정림동, 늘푸른아파트)",영업중
1023,세움공인중개사사무소,"대전광역시 서구 계룡로571번길 23-13, 2층 201호(탄방동)",영업중
1024,키움부동산공인중개사사무소,"대전광역시 서구 탄방로 26, 106호(탄방동, 수팰리스)",영업중
1025,OK공인중개사사무소,"대전광역시 서구 변동로 92, 1층 101호(변동)",영업중
1026,관저제이공인중개사사무소,"대전광역시 서구 관저남로25번길 23-54, 102호(관저동)",영업중
1027,우미린OK공인중개사사무소,"대전광역시 서구 도안동로 77, 상가동 101-1호(도안동, 도안18단지린풀하우스)",영업중
1028,세븐공인중개사사무소,"대전광역시 서구 도솔로412번길 42, 101호(탄방동)",영업중
1029,올레플러스공인중개사사무소,"대전광역시 서구 괴정로76번길 5, 102호(괴정동)",영업중
1030,도안에셋공인중개사사무소,"대전광역시 서구 용소로44번길 20, 1층 일부(도안동)",영업중
1031,필립랜드공인중개사사무소,"대전광역시 서구 남선로 31-8, 지하 1층 일부(탄방동)",영업중
1032,알토란공인중개사사무소,"대전광역시 서구 변동로 66, 1층 1호(변동)",영업중
1033,갑천아이파크공인중개사사무소,"대전광역시 서구 원도안로224번안길 6-8, 102호",영업중
1034,NEW대성공인중개사사무소,"대전광역시 서구 갈마로 212, 1층(내동)",영업중
1035,뉴해수공인중개사사무소,"대전광역시 서구 용소로44번길 36, 1층 상가 101호",영업중
1036,THE다올공인중개사사무소,"대전광역시 서구 관저남로25번길 23-23, 1층 서측(관저동)",영업중
1037,나나공인중개사사무소,"대전광역시 서구 탄방로7번길 27, 102호(탄방동)",영업중
1038,라움공인중개사사무소,"대전광역시 서구 계룡로583번길 12, 상가동 102호(탄방동, 엘아이지건영 리가)",영업중
1039,정담공인중개사사무소,"대전광역시 서구 계룡로583번길 12, 상가동 102호(탄방동, 엘아이지건영 리가)",영업중
1040,스테이어반공인중개사사무소,"대전광역시 서구 둔산로73번길 38, 106호",영업중
1041,신대박공인중개사사무소,"대전광역시 서구 배재로233번길 53, 101호(변동)",영업중
1042,바른공인중개사사무소,"대전광역시 서구 원도안로 189, 1층 102호(도안동)",영업중
1043,여진공인중개사사무소,"대전광역시 서구 원도안로25번길 8-10, 1층 103호(도안동)",영업중
1044,더샘공인중개사사무소,"대전광역시 서구 괴정로 25-1, 2층 201호(갈마동)",영업중
1045,박사공인중개사사무소,"대전광역시 서구 배재로233번길 47, 103호(변동)",영업중
1046,수진공인중개사사무소,"대전광역시 서구 갈마중로 49, 1층 코너(갈마동)",영업중
1047,새봄공인중개사사무소,"대전광역시 서구 갈마중로 29, 1층 101호(갈마동)",영업중
1048,중도공인중개사사무소,"대전광역시 서구 청사서로 65, 상가동 115호(월평동, 한아름아파트)",영업중
1049,윤이공인중개사사무소,"대전광역시 서구 월평로34번길 27, 1층 102호",영업중
1050,부자로공인중개사사무소,"대전광역시 서구 도마로 37, 102호",영업중
1051,On누리공인중개사사무소,"대전광역시 서구 문정로 77, 3층 328호(탄방동, 로데오타운)",영업중
1052,프로공인중개사사무소,"대전광역시 서구 중반3길 60, 1층",영업중
1053,한라비발디공인중개사사무소,"대전광역시 서구 도안북로 136, 상가동 104호(도안동)",영업중
1054,서라벌공인중개사사무소,"대전광역시 서구 월평로34번길 32, 1층 101호(월평동)",영업중
1055,제이앤에스공인중개사사무소,"대전광역시 서구 도안남로 148, 5층 501호(관저동, 봉우타워)",영업중
1056,금빛트리풀공인중개사사무소,"대전광역시 서구 도안북로 125, 금성백조예미지아파트 상가동 101호",영업중
1057,샘물공인중개사사무소,"대전광역시 서구 제비네1길 74, 1층",영업중
1058,FM공인중개사사무소,"대전광역시 서구 둔산로 133, 112호(둔산동, 둔산현대아이텔)",영업중
1059,피노키오뉴부동산공인중개사사무소,"대전광역시 서구 대덕대로168번길 44, 104호(갈마동)",영업중
1060,봄날부동산공인중개사사무소,"대전광역시 서구 관저북로 53, 103호(관저동)",영업중
1061,휴리움탑공인중개사사무소,"대전광역시 서구 계룡로394번길 50, 108호(갈마동, 시티팰리스)",영업중
1062,오케이투공인중개사사무소,"대전광역시 서구 도솔로 90, 102호(도마동)",영업중
1063,푸른마을공인중개사사무소,"대전광역시 서구 갈마로117번길 23, 광도푸른아파트 상가 109호",영업중
1064,동산공인중개사사무소,"대전광역시 서구 갈마중로7번길 42, 상가동 105호(갈마동)",영업중
1065,더에이스공인중개사사무소,"대전광역시 서구 괴정로181번길 27, 1층(용문동)",영업중
1066,오케이공인중개사사무소,"대전광역시 서구 도솔로 90, 102호(도마동)",영업중
1067,매매1번가공인중개사사무소,"대전광역시 서구 월평서로 9, 103호(월평동)",영업중
1068,대전키움공인중개사사무소,"대전광역시 서구 도솔로 353, 미주빌라 101호(괴정동)",영업중
1069,동남공인중개사사무소,"대전광역시 서구 정림로 56-1, 5층 501호",영업중
1070,복수센트럴자이공인중개사사무소,"대전광역시 서구 복수서로 15, 상가동 105호",영업중
1071,파트너부동산공인중개사사무소,"대전광역시 서구 대덕대로241번길 20, 5층 531-4호",영업중
1072,부자마을공인중개사사무소,"대전광역시 서구 도산로253번길 51, 101호(내동,블루존)",영업중
1073,주인공인중개사사무소,"대전광역시 서구 갈마중로 13-21, 101호",영업중
1074,뉴세종부동산공인중개사사무소,"대전광역시 서구 관저서로 24, 상가동 101호",영업중
1075,둔산햇님공인중개사사무소,"대전광역시 서구 둔산북로 175, 상가동 109호(둔산동, 햇님아파트)",영업중
1076,힐링하우스공인중개사사무소,"대전광역시 서구 도솔로 408, 1층 101호(탄방동)",영업중
1077,금수저공인중개사사무소,"대전광역시 서구 조달청길 104, 1층 우측(도마동)",영업중
1078,대명공인중개사사무소,"대전광역시 서구 도안남로 148, 109호",영업중
1079,탄탄공인중개사사무소,"대전광역시 서구 도산로 227, 2동 1호(변동)",영업중
1080,더탄탄공인중개사사무소,"대전광역시 서구 도산로 227, 2동 1호(변동)",영업중
1081,파이낸스부동산공인중개사사무소,"대전광역시 서구 둔산중로 50, 102-1호",영업중
1082,원형법원경매부동산중개,"대전광역시 서구 문예로 73, 변호사회관 402호(둔산동)",영업중
1083,월드부동산중개법인,"대전광역시 서구 둔산로123번길 21, 3층(둔산동, 엠시티타워)",영업중
1084,한결공인중개사사무소,"대전광역시 서구 용문로 93, 1층 우측 상가(용문동)",영업중
1085,금탑공인중개사사무소,"대전광역시 서구 도안동로 123, 근린상가 105호(도안동)",영업중
1086,트리풀강남공인중개사사무소,"대전광역시 서구 도안동로 183, 105호(도안동, 대전도안 아이파크 상가동)",영업중
1087,호수정문공인중개사사무소,"대전광역시 서구 도안동로 183, 105호(도안동, 대전도안 아이파크 상가동)",영업중
1088,e편한최고공인중개사사무소,"대전광역시 서구 도산로 37, 102호(도마동)",영업중
